Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,Month
699-01-4164,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-12-03,19:58,Credit card,8.2,2019-12
420-11-4919,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,Credit card,5.5,2019-02
606-80-4905,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,Credit card,6.8,2019-01
542-41-0513,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498000000000001,241.458,2019-03-15,11:57,Cash,6.6,2019-03
426-39-2418,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02,Cash,9.8,2019-01
875-46-5808,Mandalay,Member,Male,Health and beauty,25.9,10,12.950000000000001,271.95,2019-06-02,14:51,Ewallet,8.7,2019-06
394-43-4238,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.29249999999999,2019-02-15,12:42,Credit card,5.4,2019-02
749-24-1565,Yangon,Normal,Female,Health and beauty,23.03,9,10.363500000000002,217.63350000000003,2019-03-01,12:02,Ewallet,7.9,2019-03
672-51-8681,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.992500000000003,629.8425,2019-04-01,18:19,Credit card,9.7,2019-04
263-87-5680,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38,Ewallet,7.8,2019-03
573-58-9734,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41,Ewallet,5.1,2019-03
817-69-8206,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485000000001,2019-02-03,19:42,Credit card,6.5,2019-02
888-02-0338,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.87349999999998,2019-01-25,20:24,Ewallet,5.9,2019-01
677-11-0152,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967000000000006,881.307,2019-01-16,18:08,Cash,8.8,2019-01
142-63-6033,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.090000000000003,484.89,2019-03-20,19:17,Ewallet,4.9,2019-03
656-16-1063,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.22299999999998,2019-04-01,13:24,Credit card,4.4,2019-04
891-58-8335,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.63349999999997,2019-11-03,15:53,Cash,6.5,2019-11
802-43-8934,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.9140000000000001,19.194000000000003,2019-03-22,15:05,Credit card,8.3,2019-03
560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27,Cash,8.5,2019-03
319-74-2561,Yangon,Member,Female,Electronic accessories,94.64,3,14.196000000000002,298.11600000000004,2019-02-21,16:55,Cash,5.5,2019-02
549-03-9315,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-12-02,12:58,Ewallet,8.7,2019-12
790-29-1172,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-10-03,18:59,Credit card,7.9,2019-10
239-36-3640,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605000000000002,285.70500000000004,2019-01-31,13:44,Ewallet,6.1,2019-01
468-01-2051,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-06-03,13:46,Ewallet,5.4,2019-06
389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525000000000006,62.002500000000005,2019-02-17,18:06,Cash,9.4,2019-02
279-62-1445,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,8.2,2019-02
213-72-6612,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56,Cash,6.2,2019-03
746-68-6593,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-11-01,14:29,Credit card,9.7,2019-11
836-82-5858,Mandalay,Member,Male,Health and beauty,69.37,9,31.216500000000003,655.5465,2019-01-26,19:14,Ewallet,4.0,2019-01
583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412000000000001,155.65200000000002,2019-01-31,16:24,Ewallet,9.7,2019-01
466-61-5506,Mandalay,Member,Female,Electronic accessories,90.7,6,27.210000000000004,571.4100000000001,2019-02-26,10:52,Cash,5.3,2019-02
721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368000000000002,532.7280000000001,2019-11-03,12:55,Ewallet,7.4,2019-11
289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,6.5,2019-01
545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-12-03,13:52,Credit card,8.7,2019-12
418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,9,37.840500000000006,794.6505000000001,2019-11-02,10:54,Cash,8.0,2019-11
269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,Cash,6.7,2019-02
157-13-5295,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-09-03,18:24,Ewallet,6.5,2019-09
645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09,Ewallet,4.1,2019-01
211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,4.9,2019-01
755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-05-03,17:07,Credit card,8.6,2019-05
346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,5,3.3050000000000006,69.40500000000002,2019-02-03,19:26,Cash,4.3,2019-02
478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-11-01,11:20,Ewallet,4.9,2019-11
540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.68300000000002,2019-11-01,16:49,Credit card,5.6,2019-11
448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,2019-11-03,12:01,Credit card,5.8,2019-11
142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,6.0,2019-02
217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,4,12.530000000000001,263.13,2019-05-01,11:25,Cash,4.2,2019-05
376-02-8238,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,8.3,2019-02
530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.75600000000003,2019-01-01,14:47,Cash,5.7,2019-01
866-05-7563,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-09-02,19:43,Cash,4.8,2019-09
604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,6.8,2019-01
799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-07-01,16:11,Credit card,8.8,2019-07
785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,Credit card,4.2,2019-01
845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,6.4,2019-02
662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,8.4,2019-03
883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-02-03,19:44,Credit card,7.2,2019-02
290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,5.2,2019-03
704-11-6354,Yangon,Member,Male,Home and lifestyle,58.9,8,23.560000000000002,494.76,2019-06-01,11:23,Cash,8.9,2019-06
110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,9.0,2019-01
366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.66749999999999,2019-01-31,10:46,Credit card,9.7,2019-01
729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773000000000001,163.233,2019-05-02,10:16,Ewallet,8.7,2019-05
151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,6.5,2019-02
380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-07-02,13:05,Credit card,6.9,2019-07
850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,6.2,2019-03
821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-07-03,14:53,Ewallet,5.6,2019-07
655-85-5130,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.85999999999999,2019-03-13,19:22,Cash,5.7,2019-03
447-15-7839,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.51999999999998,2019-09-02,11:00,Cash,4.2,2019-09
154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,7.9,2019-02
253-12-6086,Yangon,Member,Female,Sports and travel,98.4,7,34.440000000000005,723.2400000000001,2019-12-03,12:43,Credit card,8.7,2019-12
808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,6.9,2019-03
571-94-0759,Mandalay,Member,Female,Food and beverages,74.6,10,37.300000000000004,783.3,2019-08-01,20:55,Cash,9.5,2019-08
144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-05-01,16:05,Credit card,4.4,2019-05
731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.16999999999996,2019-04-01,13:34,Ewallet,7.0,2019-04
783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.00750000000005,2019-06-03,18:13,Ewallet,6.3,2019-06
687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352000000000004,2019-03-01,19:17,Cash,9.7,2019-03
126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-07-01,11:44,Credit card,8.8,2019-07
633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.262999999999998,2019-01-27,15:51,Cash,5.1,2019-01
477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,7.9,2019-02
566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.57949999999994,2019-07-01,20:52,Cash,6.2,2019-07
526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.10999999999999,2019-07-01,17:36,Cash,7.1,2019-07
376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,6.4,2019-02
537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,5.7,2019-03
828-61-5674,Yangon,Member,Male,Sports and travel,44.02,10,22.010000000000005,462.21000000000004,2019-03-20,19:57,Credit card,9.6,2019-03
136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.983999999999998,587.664,2019-02-15,17:01,Credit card,6.4,2019-02
523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-06-03,13:29,Credit card,7.9,2019-06
490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-06-01,11:09,Cash,6.5,2019-06
667-92-0055,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-04-03,15:02,Ewallet,8.5,2019-04
565-17-3836,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-12-03,14:21,Cash,9.1,2019-12
498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07000000000005,2019-02-20,18:01,Cash,7.6,2019-02
593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.603,2019-03-24,14:49,Cash,6.9,2019-03
226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,9.5,2019-01
283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,5.2,2019-01
430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.3679999999999,2019-03-02,14:38,Cash,4.2,2019-03
139-20-0155,Mandalay,Member,Male,Electronic accessories,40.3,10,20.150000000000002,423.15,2019-01-24,17:37,Credit card,7.0,2019-01
558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.747500000000002,204.69750000000002,2019-03-14,17:20,Ewallet,6.0,2019-03
278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,4.7,2019-02
316-68-6352,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,7.1,2019-01
585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,5.9,2019-03
211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.980000000000002,272.58000000000004,2019-03-03,13:42,Cash,7.5,2019-03
727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768000000000001,121.128,2019-03-29,14:44,Cash,6.4,2019-03
744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-10-01,14:16,Ewallet,5.8,2019-10
307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,4.5,2019-01
779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,7.7,2019-01
446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.62199999999999,2019-02-01,18:09,Credit card,6.7,2019-02
573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.960499999999996,2019-12-03,16:46,Credit card,4.7,2019-12
735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305000000000003,51.0405,2019-02-25,15:31,Cash,4.4,2019-02
439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,4.7,2019-03
396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984000000000001,125.664,2019-02-23,12:29,Cash,8.6,2019-02
411-77-0180,Yangon,Member,Male,Electronic accessories,72.2,7,25.270000000000003,530.6700000000001,2019-03-26,20:14,Ewallet,4.3,2019-03
286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,7,14.080499999999999,295.69049999999993,2019-03-30,13:22,Cash,9.6,2019-03
803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516000000000005,745.836,2019-02-17,17:09,Cash,4.1,2019-02
512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.41199999999999,2019-03-21,10:40,Ewallet,4.7,2019-03
848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-05-03,17:43,Cash,7.8,2019-05
532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,6,23.979000000000003,503.559,2019-01-31,14:04,Cash,5.5,2019-01
181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-05-02,19:05,Ewallet,9.7,2019-05
870-76-1733,Yangon,Member,Female,Food and beverages,14.23,5,3.5575000000000006,74.70750000000001,2019-01-02,10:08,Credit card,4.4,2019-01
423-64-4619,Yangon,Member,Female,Health and beauty,15.55,9,6.997500000000001,146.94750000000002,2019-07-03,13:12,Cash,5.0,2019-07
227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-10-02,20:51,Cash,4.4,2019-10
174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2019-02-14,17:29,Cash,5.2,2019-02
428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-09-02,10:25,Cash,7.3,2019-09
603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.64750000000004,2019-10-01,11:34,Cash,4.9,2019-10
704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.384500000000001,218.0745,2019-11-03,18:58,Credit card,8.1,2019-11
787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,8.4,2019-02
649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,5.5,2019-02
622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391000000000005,2019-01-18,15:08,Cash,8.4,2019-01
372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,9.8,2019-02
563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,5,15.442500000000003,324.2925,2019-08-03,13:21,Cash,6.7,2019-08
746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,9.4,2019-01
276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548000000000002,410.508,2019-12-03,19:53,Ewallet,6.4,2019-12
815-11-1168,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-09-03,19:09,Cash,5.4,2019-09
719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-12-03,16:30,Cash,8.6,2019-12
730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,4.0,2019-01
340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,Cash,7.6,2019-03
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-07-02,18:48,Cash,6.8,2019-07
634-97-8956,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.63499999999999,2019-02-17,17:27,Credit card,9.1,2019-02
566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.35499999999996,2019-03-02,15:59,Cash,5.5,2019-03
442-48-3607,Yangon,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,2019-03-14,11:21,Credit card,7.9,2019-03
835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.6750000000000003,77.175,2019-03-24,13:48,Ewallet,8.5,2019-03
527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,5,7.112500000000001,149.3625,2019-03-21,10:17,Credit card,9.1,2019-03
898-04-2717,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,7.5,2019-03
692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.08500000000004,2019-02-24,13:02,Cash,5.2,2019-02
633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58,Credit card,9.5,2019-03
374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,9,19.269000000000002,404.649,2019-05-02,15:26,Credit card,8.9,2019-05
378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,3,7.213500000000001,151.48350000000002,2019-10-02,18:23,Credit card,7.8,2019-10
433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.37949999999995,2019-05-03,19:06,Ewallet,8.9,2019-05
873-95-4984,Mandalay,Member,Female,Health and beauty,76.9,7,26.915000000000006,565.215,2019-02-15,20:21,Cash,7.7,2019-02
416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.40749999999997,2019-01-30,16:24,Ewallet,9.3,2019-01
150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.64749999999998,2019-02-14,15:04,Cash,6.2,2019-02
135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,9,35.06850000000001,736.4385000000001,2019-02-27,16:10,Ewallet,7.6,2019-02
441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-04-02,12:14,Cash,7.3,2019-04
725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,4.7,2019-01
531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.24699999999999,2019-03-28,17:38,Cash,5.1,2019-03
400-45-1220,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,4.8,2019-02
860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.650000000000006,1042.65,2019-02-15,14:53,Credit card,6.6,2019-02
834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,5.5,2019-01
115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,8.5,2019-03
565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-02-03,14:16,Cash,4.8,2019-02
320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-04-03,15:44,Cash,8.4,2019-04
889-04-9723,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-07-01,12:20,Credit card,7.8,2019-07
632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775000000000002,394.275,2019-08-03,20:01,Credit card,9.3,2019-08
554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-09-01,13:45,Cash,5.2,2019-09
453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-01-03,15:40,Ewallet,6.5,2019-01
578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,5.6,2019-03
612-36-5536,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,7.4,2019-02
605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788000000000004,793.548,2019-02-27,15:12,Cash,9.1,2019-02
471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979000000000001,209.55900000000003,2019-07-03,20:37,Ewallet,8.0,2019-07
462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44,Cash,7.2,2019-01
272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248000000000001,173.208,2019-02-19,16:23,Cash,7.1,2019-02
834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336000000000002,343.05600000000004,2019-06-01,12:12,Cash,9.1,2019-06
122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,5.6,2019-03
468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29,Cash,6.0,2019-03
613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,5.4,2019-01
254-31-0042,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-06-03,12:46,Credit card,7.8,2019-06
201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.01100000000002,2019-02-02,19:40,Cash,9.9,2019-02
261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,4.9,2019-01
730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,5.2,2019-03
382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,8.9,2019-01
422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.772500000000004,352.2225,2019-03-01,16:47,Credit card,9.1,2019-03
667-23-5919,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52,Ewallet,7.0,2019-01
843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921000000000001,334.341,2019-05-01,19:50,Credit card,9.6,2019-05
743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,8.7,2019-02
595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.31600000000003,2019-06-02,17:20,Ewallet,9.4,2019-06
182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.7299999999999995,99.33,2019-01-30,13:32,Credit card,4.0,2019-01
289-15-7034,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-11-01,10:37,Credit card,7.5,2019-11
462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,4.2,2019-03
868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09,Cash,9.9,2019-01
153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978000000000002,314.538,2019-01-03,15:32,Ewallet,4.2,2019-01
662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-06-01,13:58,Ewallet,9.9,2019-06
525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.61099999999999,2019-01-31,13:19,Cash,5.8,2019-01
689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-11-03,13:37,Cash,6.0,2019-11
725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,10.0,2019-02
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.331500000000002,510.9615,2019-01-27,14:55,Ewallet,9.5,2019-01
596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-10-03,14:04,Credit card,6.6,2019-10
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072000000000001,253.512,2019-02-15,12:31,Cash,8.1,2019-02
173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,9.7,2019-01
563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,1,3.8409999999999997,80.66099999999999,2019-02-13,18:27,Ewallet,7.2,2019-02
308-47-4913,Yangon,Member,Female,Sports and travel,52.26,10,26.130000000000003,548.73,2019-09-03,12:45,Credit card,6.2,2019-09
885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.72699999999999,2019-06-03,10:36,Ewallet,7.3,2019-06
726-27-2396,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36,Ewallet,4.3,2019-01
316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,5,13.567500000000003,284.9175,2019-03-13,14:16,Ewallet,4.6,2019-03
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.115500000000001,128.4255,2019-03-15,10:26,Cash,5.8,2019-03
793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,6,12.318000000000001,258.678,2019-05-03,13:30,Credit card,8.3,2019-05
